Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T(Sentence(Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Exception,Comments,Text Difference Tracked,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NBC,Div B,9.14.4.1.(1),Type of Granular Material,"Granular material used to drain the bottom of a foundation shall consist of a continuous layer of crushed stone or other coarse clean granular material containing not more than 10% of material that will pass a 4 mm sieve, and no pyritic material in a concentration that will damage the building to a degree that would adversely affect its stability or the performance of assemblies (see note A-9.4.4.4.(1)).",Matériau granulaire,"Le matériau granulaire utilisé pour drainer l'assise d'une fondation doit fnormer
une couche continue de pierre concassée ou d'un autre matériau propre et grossier
ne contenant :
a) pas plus de 10 % de granulats pouvant traverser un tamis de 4 mm; et
b) aucun matériau pyriteux dans une concentration qui pourrait causer au
bâtiment des dommages tels qu'ils nuiraient à la stabilité et à la performance
des ensembles de construction (voir la note A-9.4.4.4. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.14.4.1.(1),Type of Granular Material,"Granular material used to drain the bottom of a foundation shall consist of a continuous layer of crushed stone or other coarse clean granular material containing not more than 10% of material that will pass a 4 mm sieve, and no pyritic material in a concentration that will damage the building to a degree that would adversely affect its stability or the performance of assemblies (see note A-9.4.4.4.(1) in Appendix A).",Matériau granulaire,"Le matériau granulaire utilisé pour drainer l'assise d'une fondation doit fnormer
une couche continue de pierre concassée ou d'un autre matériau propre et grossier
ne contenant :
a) pas plus de 10 % de granulats pouvant traverser un tamis de 4 mm; et
b) aucun matériau pyriteux dans une concentration qui pourrait causer au
bâtiment des dommages tels qu'ils nuiraient à la stabilité et à la performance
des ensembles de construction (voir la note A-9.4.4.4. 1)).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.14.5.2.(2),Sump Pits,"Covers for sump pits shall be designed to resist removal by children, and to be airtight in accordance with Sentence 9.25.3.3.(7).",Puisards,Les couvercles de puisards doivent être conçus pour :a) ne pas pouvoir être enlevés par des enfants; etb) être étanches à l'air conformément au paragraphe 9.25.3.3. 7).,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.14.5.2.(2),Sump Pits,"Covers for sump pits shall be designed to resist removal by children, and to be airtight in accordance with Sentence 9.25.3.3.(7),except for retention pits used only as floor drains.",Puisards,"Les couvercles de puisards doivent être conçus pour :a) ne pas pouvoir être enlevés par des enfants; etb) être étanches à l'air conformément au paragraphe 9.25.3.3. 7), sauf ceux des fosses de retenue servant seulement d'avaloir de sol.",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.14.6.3.(1),Window Wells,Every window well shall be drained to the footing level or other suitable location.,Puits de lumière,Le drainage de tout puits de lumière de fenêtre doit s'effectuer vers les semelles ou vers tout autre endroit approprié.,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.14.6.3.(1),Window Wells,"If a window well is drained to the foundation footing of a building, the drain shall be oriented towards the foundation drainage system.",Puits de lumière,"Si le Le drainage de tout puits de lumière de fenêtre doit s'effectuer est effectué vers la les semelles de fondation d'un bâtiment, le drain doit être dirigé vers le système de drainage de fondation .ou vers tout autre endroit approprié.",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.15.2.4.(1),Wood-Frame Foundations,Foundations of wood-frame construction shall conform to CSA S406-16 Permanent Wood Foundations for Housing and Small Buildings or Part 4. (See note A-9.15.2.4.(1).),Fondations à ossature de bois,"Les fondations à ossature de bois doivent être confnormes : a) à la norme CSA S406, « Fondations permanentes en bois pour les maisons et
petits bâtiments »; ou
b) à la partie 4.
(Voir la note A-9.15.2.4. 1).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.15.2.4.(1),Wood-Frame Foundations,Foundations of wood-frame construction shall conform to CSA CAN/CSA-S406-92 Construction of Preserved Wood Foundations or Part 4. (See note A-9.15.2.4.(1).),Fondations à ossature de bois,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.15.5.3.(3),Pilasters,"The top200 mm of pilasters required in Sentence 9.15.5.3.(1) shall be solid masonry with the cells of hollow or semi-solid units filled with mortar, grout or concrete.",Pilastres,"La partie supérieure du pilastre exigé au paragraphe 1) doit être faite de
maçonnerie pleine sur200 mm, les éléments de maçonnerie creux ou semi-pleins qui
constituent la partie supérieure du pilastre étant remplis de mortier, de coulis ou de
béton.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.15.5.3.(3),Pilasters,The top200 mm of pilasters required in Sentence 9.15.5.3.(1) shall be solid.,Pilastres,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.16.5.1.(1),Wood-Frame Floors,Floors-on-ground constructed of wood shall conform to CSA S406-16 Permanent Wood Foundations for Housing and Small Buildings,Planchers à ossature de bois,"Les planchers en bois sur sol doivent être confnormes à la norme CSA S406,
« Fondations permanentes en bois pour les maisons et petits bâtiments ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.16.5.1.(1),Wood-Frame Floors,Floors-on-ground constructed of wood shall conform to CSA CAN/CSA-S406-92 Construction of Preserved Wood Foundations,Planchers à ossature de bois,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.19.2.1.(1),Access,"Every attic or roof space shall be provided with an access hatch where the open space in the attic or roof space measures 3 m2 or more in area, 1 m or more in length or width, and 600 mm or more in height over at least the area described in Clauses 9.19.2.1.(1)(a)and 9.19.2.1.(1)(b). (See note A-9.19.2.1.(1).)",Accès exigé,Il faut prévoir une trappe d'accès pour chaque comble ou vide sous toit dont l’espace ouvert a :a) une surface d'au moins 3 m2;b) une largeur ou une longueur d'au moins 1 m; etc) une hauteur d'au moins 600 mm sur une surface d'au moins 3 m2 sans dimension inférieure à 1 m.(Voir la note A-9.19.2.1. 1).),"qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.19.2.1.(1),Access,"Every attic or roof space shall be provided with an access hatch where theattic or roof space measures 3 m2 or more in area, 1 m or more in length or width, and 600 mm or more in height over at least the area described in Clauses 9.19.2.1.(1)(a)and 9.19.2.1.(1)(b).",Accès exigé,Il faut prévoir une trappe d'accès pour chaque comble ou vide sous toit dont l’espace ouvert a :a) une surface d'au moins 3 m2;b) une largeur ou une longueur d'au moins 1 m; etc) une hauteur d'au moins 600 mm sur une surface d'au moins 3 m2 sans dimension inférieure à 1 m.(Voir la note A-9.19.2.1. 1).),Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.20.11.4,Anchoring Wood-Frame Roof Systems to Masonry Walls,"1) Except as permitted in Sentence (2), roof systems of wood-frame construction
shall be anchored to exterior masonry walls by not less than 12.7 mm diam anchor bolts,
a) spaced not more than 2.4 m apart,
b) embedded not less than 90 mm into the masonry, and
c) fastened to a rafter plate of not less than 38 mm thick lumber.2) The roof system described in Sentence (1) is permitted to be anchored by
nailing the wall furring strips to the side of the rafter plate.",Ancrage de toits à ossature de bois à des murs de maçonnerie,"1) Sous réserve du paragraphe 2), les toits à ossature de bois doivent être ancrés aux murs de maçonnerie extérieurs au moyen de boulons d'ancrage d'au moins 12,7 mm de diamètre :
a) espacés d'au plus 2,4 mm;
b) pénétrant d'au moins 90 mm dans la maçonnerie; et
c) fixés à une lisse de chevrons de bois d'au moins 38 mm d'épaisseur.
2) La lisse décrite au paragraphe 1) peut être ancrée au mur extérieur en la clouant aux fourrures.
","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.20.11.4.(1),Anchoring Wood-Frame Roof Systems to Masonry Walls,"1) Except as permitted in Sentence (2), roof systems of wood-frame construction shall be anchored to exterior masonry walls by not less than 12.7 mm diam anchor bolts, a) spaced not more than 2.4 m apart b) embedded not less than 90 mm into the masonry, and c) fastened to a rafter plate of not less than 38 mm thick lumber. 2) The roof system described in Sentence (1) is permitted to be anchored by nailing the wall furring strips to the side of the rafter plate.",Ancrage de toits à ossature de bois à des murs de maçonnerie,"1) Sous réserve du paragraphe 2), les toits à ossature de bois doivent être ancrés aux murs de maçonnerie extérieurs au moyen de boulons d'ancrage d'au moins 12,7 mm de diamètre :
a) espacés d'au plus 2,4 mm m;
b) pénétrant d'au moins 90 mm dans la maçonnerie; et
c) fixés à une lisse de chevrons de bois d'au moins 38 mm d'épaisseur.
2) La lisse décrite au paragraphe 1) peut être ancrée au mur extérieur en la clouant aux fourrures.
",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,9.20.17.4.(3),Openings in Loadbearing Flat Insulating Concrete Form Walls,"Lintels described in Sentence 9.20.17.4.(2) shall be constructed in accordance with Span Table 9.20.17.4.-A, Table 9.20.17.4.-B or Table 9.20.17.4.-C.","Ouvertures dans les murs porteurs formés de coffrages à béton
isolants plats","Les linteaux décrits au paragraphe 2) doivent être construits conformément au
tableau des portées 9.20.17.4.-A, 9.20.17.4.-B ou 9.20.17.4.-C.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.20.17.4.(3),Openings in Loadbearing Flat Insulating Concrete Form Walls,"Lintels described in Sentence 9.20.17.4.(2) shall be constructed in accordance with Tables , Table or Table .","Ouvertures dans les murs porteurs formés de coffrages à béton
isolants plats",,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.20.2.1.(1),Masonry Unit Standards,"Masonry units shall comply with ASTM C 73-10 Calcium Silicate Brick (Sand-Lime Brick) ASTM C 126-13 Ceramic Glazed Structural Clay Facing Tile, Facing Brick, and Solid Masonry Units ASTM C 212-14 Structural Clay Facing Tile CSA CAN/CSA-A82-14 Fired Masonry Brick Made from Clay or Shale CSA A165.1-14 Concrete Block Masonry Units CSA A165.2-14 Concrete Brick Masonry Units or CSA A165.3-14 Prefaced Concrete Masonry Units",ormes,"Les éléments de maçonnerie doivent être confnormes à l'une des normes
suivantes :
a) ASTM C 73, « Calcium Silicate Brick (Sand-Lime Brick) »;
b) ASTM C 126, « Ceramic Glazed Structural Clay Facing Tile, Facing Brick,
and Solid Masonry Units »;
c) ASTM C 212, « Structural Clay Facing Tile »;
d) CAN/CSA-A82, « Brique de maçonnerie cuite en argile ou en schiste »;
e) CSA A165.1, « Éléments de maçonnerie en bloc de béton »;
f) CSA A165.2, « Briques en béton »; ou
g) CSA A165.3, « Éléments de maçonnerie en béton glacés ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.20.2.1.(1),Masonry Unit Standards,"Masonry units shall comply with ASTM C 73-10 Calcium Silicate Brick (Sand-Lime Brick) ASTM C 126-11 Ceramic Glazed Structural Clay Facing Tile, Facing Brick, and Solid Masonry Units ASTM C 212-10 Structural Clay Facing Tile CSA CAN/CSA-A82.1-M87 Burned Clay Brick (Solid Masonry Units Made from Clay or Shale) CSA A82.4-M1978 Structural Clay Load-Bearing Wall Tile CSA A82.5-M1978 Structural Clay 0n-Load-Bearing Tile CSA CAN3-A82.8-M78 Hollow Clay Brick CSA CAN/CSA-A165.1-04 Concrete Block Masonry Units CSA CAN/CSA-A165.2-04 Concrete Brick Masonry Units CSA CAN/CSA-A165.3-04 Prefaced Concrete Masonry Units or CSA CAN3-A165.4-M85 Autoclaved Cellular Units",ormes,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.20.6.5.(2),Parapet Walls,"Parapet walls shall be solid masonry with the cells of hollow or semi-solid units filled with mortar, grout, or concrete, and that extends from the top of the parapet to not less than 300 mm below the adjacent roof level.",Murs en surélévation,"Les murs en surélévation doivent être construits de maçonnerie pleine :
a) dont les éléments de maçonnerie creux ou semi-pleins sont remplis de
mortier, de coulis ou de béton; et
b) à partir d’au moins 300 mm au-dessous du niveau du toit.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.20.6.5.(2),Parapet Walls,Parapet walls shall be solid from the top of the parapet to not less than 300 mm below the adjacent roof level.,Murs en surélévation,,Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,9.20.8.2.(3),Cavity Walls Supporting Framing Members,"Roof and ceiling framing members bearing on cavity walls shall be supported on solid masonry units not less than 57 mm high that bridge the full thickness of the wall, or a wood plate not less than 38 mm thick, bearing not less than 50 mm on each wythe.",Mur creux supportant des éléments d'ossature,"Les éléments d'ossature du toit et du plafond qui s'appuient sur un mur creux
doivent être supportés : a) par des éléments de maçonnerie pleins d'une hauteur d'au moins 57 mm qui
chevauchent le mur sur toute son épaisseur; ou
b) par une lisse de bois d'une épaisseur d'au moins 38 mm s'appuyant d'au
moins 50 mm sur chaque paroi.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,9.20.8.2.(3),Cavity Walls Supporting Framing Members,"Roof and ceiling framing members bearing on cavity walls shall be supported on not less than 57 mm of solid masonry, bridging the full thickness of the wall, or a wood plate not less than 38 mm thick, bearing not less than 50 mm on each wythe.",Mur creux supportant des éléments d'ossature,,Common Sentence,Yes,,,,,,,,
