Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,3.1.8.9.(2),Smoke Dampers Waived ,"The requirement for smoke dampers or combination smoke/fire dampers stated in Sentence 3.1.8.7.(2) is permitted to be waived for noncombustible branch ducts having a melting point above 760Â°C that penetrate a fire separation, (a) provided the ducts (i) have a cross-sectional area not more than 0.013 m2 and serve only air-conditioning units or combined air-conditioning and heating units discharging air not more than 1.2 m above the floor, (ii) extend not less than 500 mm inside exhaust duct risers that are under negative pressure and in which the airflow is upward as required by Article 3.6.3.4., or (iii) are required to function as part of a smoke control system, or (b) where the fire separation separates a vertical service space from the remainder of the building, provided each individual duct exhausts directly to the outdoors at the top of the vertical service space.",obc2019_divb,Div B,3.1.8.8.(2),3.1.8.8A. Smoke Dampers Waived ,"The requirement for smoke dampers or combination smoke and fire dampers described in Sentence 3.1.8.7.(2) is permitted to be waived for noncombustible branch ducts having a melting point above 760Ã‚Â°C that penetrate a fire separation, (a) provided the ducts, (i) have a cross-sectional area not more than 130 cmÃ‚Â² and serve only air-conditioning units or combined air-conditioning and heating units discharging air not more than 1.2 m above the floor, (ii) extend not less than 500 mm inside exhaust duct risers that are under negative pressure and in which the airflow is upward as required by Article 3.6.3.4., or (iii) are required to function as part of a smoke control system, or (b) provided the fire separation separates a vertical service space from the remainder of the building and provided each individual duct exhausts directly to the outdoors at the top of the vertical service space.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.1.(1),Fire Stops ,"Except as provided in Sentences 3.1.9.1.(2) to 3.1.9.1.(5) and Article 3.1.9.4., penetrations of a fire separation or a membrane forming part of an assembly required to have a fire-resistance rating shall be (a) sealed by a fire stop that, when subjected to the fire test method in ULC CAN/ULC-S115-11 Fire Tests of Firestop Systems has an F rating not less than the fire-protection rating required for closures in the fire separation in conformance with Table 3.1.8.4., or (b) cast in place (see Note A-3.1.9.1.(1)(b)).",obc2019_divb,Div B,3.1.9.1.(1),3.1.9.1. Fire Stops ,"Except as provided in Sentences (2) to (5) and Article 3.1.9.3A., penetrations of a fire separation or a membrane forming part of an assembly required to have a fire-resistance rating shall be, (a) sealed by a fire stop that, when subjected to the fire test method in CAN/ULC-S115, ""Fire Tests of Firestop Systems"", has an F rating not less than the fire-protection rating required for closures in the fire separation in conformance with Table 3.1.8.4., or (b) tightly fitted. (See Appendix A.)",,Common Sentence,Yes,Fire Containment,,,,,
2015,ON,NBC,Div B,3.1.9.1.(2),Fire Stops ,"Penetrations of a firewall or a horizontal fire separation that is required to have a fire-resistance rating in conformance with Article 3.2.1.2. shall be sealed at the penetration by a fire stop that, when subjected to the fire test method in ULC CAN/ULC-S115-11 Fire Tests of Firestop Systems has an FT rating not less than the fire-resistance rating for the fire separation.",obc2019_divb,Div B,3.1.9.1.(2),3.1.9.1. Fire Stops ,"Penetrations of a firewall or a horizontal fire separation that is required to have a fire-resistance rating in conformance with Article 3.2.1.2. shall be sealed at the penetration by a fire stop that, when subjected to the fire test method in CAN/ULC-S115, ""Fire Tests of Firestop Systems"", has an FT rating not less than the fire-resistance rating required for the fire separation.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.1.(3),Fire Stops ,"Penetrations of a fire separation in conformance with Sentence 3.6.4.2.(2) shall be sealed by a fire stop that, when subjected to the fire test method in ULC CAN/ULC-S115-11 Fire Tests of Firestop Systems has an FT rating not less than the fire-resistance rating for the fire separation of the assembly.",obc2019_divb,Div B,3.1.9.1.(3),3.1.9.1. Fire Stops ,"Penetrations of a fire separation in conformance with Sentence 3.6.4.2.(2) shall be sealed by a fire stop that, when subjected to the fire test method in CAN/ULC-S115, ""Fire Tests of Firestop Systems"", has an FT rating not less than the fire-resistance rating required for the fire separation of the assembly. ",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.1.(4),Fire Stops,"Sprinklers are permitted to penetrate a fire separation or a membrane forming part of an assembly required to have a fire-resistance rating without having to meet the fire stop requirements of Sentences 3.1.9.1.(1)to 3.1.9.1.(3), provided the annular space created by the penetration of a fire sprinkler is covered by a metal escutcheon plate in accordance with NFPA 13-2013 Installation of Sprinkler Systems",obc2019_divb,Div B,3.1.9.1.(4),3.1.9.1. Fire Stops,"Sprinklers are permitted to penetrate a fire separation or a membrane forming part of an assembly required to have a fire-resistance rating without having to meet the fire stop requirements of Sentence (1), (2) or (3), provided the annular space created by the penetration of a fire sprinkler is covered by a metal escutcheon plate in accordance with NFPA 13, ""Installation of Sprinkler Systems"".",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.1.(5),Fire Stops ,"Unless specifically designed with a fire stop, fire dampers are permitted to penetrate a fire separation or a membrane forming part of an assembly required to have a fire-resistance rating without having to meet the fire stop requirements of Sentences 3.1.9.1.(1) to 3.1.9.1.(3), provided the fire damper is installed in conformance with NFPA 80-2013 Fire Doors and Other Opening Protectives",obc2019_divb,Div B,3.1.9.1.(5),3.1.9.1. Fire Stops ,"Unless specifically designed with a fire stop, fire dampers are permitted to penetrate a fire separation or a membrane forming part of an assembly required to have a fire-resistance rating without having to meet the fire stop requirements of Sentence (1), (2) or (3), provided the fire damper is installed in conformance with NFPA 80, ""Fire Doors and Other Opening Protectives"".",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.2.(1),Combustibility of Service Penetrations ,"Except as permitted by Articles 3.1.9.3. and 3.1.9.5., pipes, ducts, electrical outlet boxes, totally enclosed raceways or other similar service equipment that penetrate an assembly required to have a fire-resistance rating shall be noncombustible, unless the assembly was tested incorporating that service equipment. (See Note A-3.1.9.2.(1).)",obc2019_divb,Div B,3.1.9.2.(1),3.1.9.2. Combustibility of Service Penetrations ,"Except as permitted by Articles 3.1.9.3. and 3.1.9.4., pipes, ducts, electrical outlet boxes, totally enclosed raceways or other similar service equipment that penetrate an assembly required to have a fire-resistance rating shall be noncombustible unless the assembly has been tested incorporating that service equipment. (See Appendix A.)",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.3.(1),"Penetration by Wires, Cables and Outlet Boxes",Optical fibre cables and electrical wires and cables in totally enclosed noncombustible raceways are permitted to penetrate an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2.,obc2019_divb,Div B,3.1.9.3.(1),"3.1.9.3. Penetration by Wires, Cables and Outlet Boxes",Optical fibre cables and electrical wires and cables in totally enclosed noncombustible raceways are permitted to penetrate an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.3.(2),"Penetration by Wires, Cables and Outlet Boxes ","Except as permitted by Sentence 3.1.9.3.(3), totally enclosed non-metallic raceways conforming to Article 3.1.5.23., optical fibre cables, and electrical wires and cables, single or grouped, with combustible insulation, jackets or sheathes that conform to the requirements of Sentence 3.1.5.21.(1) and that are not installed in totally enclosed noncombustible raceways are permitted to penetrate an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the overall diameter of the single or grouped wires or cables, or the raceways is not more than 25 mm.",obc2019_divb,Div B,3.1.9.3.(2),"3.1.9.3. Penetration by Wires, Cables and Outlet Boxes ","Except as permitted by Sentence (3), totally enclosed nonmetallic raceways conforming to Article 3.1.5.20., optical fibre cables, and electrical wires and cables, single or grouped, with combustible insulation, jackets or sheathes that conform to the requirements of Clause 3.1.5.18.(1)(a) and that are not installed in totally enclosed noncombustible raceways are permitted to penetrate an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the overall diameter of the single or grouped wires or cables, or the raceways is not more than 25 mm.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.3.(3),"Penetration by Wires, Cables and Outlet Boxes ","Single conductor metal sheathed cables with combustible jacketting that are more than 25 mm in overall diameter are permitted to penetrate a fire separation required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the cables are not grouped and are spaced a minimum of 300 mm apart.",obc2019_divb,Div B,3.1.9.3.(3),"3.1.9.3. Penetration by Wires, Cables and Outlet Boxes ","Single conductor metal sheathed cables with combustible jacketing that are more than 25 mm in overall diameter are permitted to penetrate a fire separation required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the cables are not grouped and are spaced a minimum of 300 mm apart.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.3.(4),"Penetration by Wires, Cables and Outlet Boxes","Combustible totally enclosed raceways that are embedded in a concrete floor slab are permitted in an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the concrete cover between the raceway and the bottom of the slab is not less than 50 mm.",obc2019_divb,Div B,3.1.9.3.(4),"3.1.9.3. Penetration by Wires, Cables and Outlet Boxes","Combustible totally enclosed raceways that are embedded in a concrete floor slab are permitted in an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the concrete cover between the raceway and the bottom of the slab is not less than 50 mm.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.1.9.3.(5),"Penetration by Wires, Cables and Outlet Boxes ","Combustible outlet boxes are permitted in an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the opening through the membrane into the box is not more than 0.016 m2 .",obc2019_divb,Div B,3.1.9.3.(5),"3.1.9.3. Penetration by Wires, Cables and Outlet Boxes ","Combustible electrical outlet boxes are permitted in an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required by Article 3.1.9.2., provided the opening through the membrane into the box is not more than 160 cm2.",,Common Sentence,No,,,,,,
