Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,9.25.2.4.(1),Installation of Loose-Fill Insulation ,"Except as provided in Sentences 9.25.2.4.(2) to 9.25.2.4.(6), loose-fill insulation shall be used on horizontal surfaces only.",obc2019divb,Div B,9.25.2.4.(1),9.25.2.4. Installation of Loose-Fill Insulation ,"Except as provided in Sentences (2) to (6), loose-fill insulation shall be used on horizontal surfaces only.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.2.4.(2),Installation of Loose-Fill Insulation ,"Where loose-fill insulation is installed in an unconfined sloped space, such as an attic space over a sloped ceiling, the supporting slope shall not be more than 4.5 in 12 for mineral fibre or cellulose fibre insulation, and 2.5 in 12 for other types of insulation.",obc2019divb,Div B,9.25.2.4.(2),9.25.2.4. Installation of Loose-Fill Insulation ,"Where loose-fill insulation is installed in an unconfined sloped space, such as an attic space over a sloped ceiling, the supporting slope shall not be more than,(a) 4.5 in 12 for mineral fibre or cellulose fibre insulation, and (b) 2.5 in 12 for other types of insulation. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.2.4.(3),Installation of Loose-Fill Insulation ,Loose-fill insulation is permitted to be used in wood-frame walls of existing buildings. (See Note A-9.25.2.4.(3).) ,obc2019divb,Div B,9.25.2.4.(3),9.25.2.4. Installation of Loose-Fill Insulation ,Loose-fill insulation may be used in wood frame walls of existing buildings. (See Appendix A.),,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.2.4.(4),Installation of Loose-Fill Insulation ,"Where blown-in insulation is installed in above-ground or below-ground wood-frame walls of new buildings, the density of the installed insulation shall be sufficient to preclude settlement, the insulation shall be installed behind a membrane that will permit visual inspection prior to the installation of the interior finish, the insulation shall be installed in a manner that will not interfere with the installation of the interior finish, and no water shall be added to the insulation, unless it can be shown that the added water will not adversely affect other materials in the assembly.",obc2019divb,Div B,9.25.2.4.(4),9.25.2.4. Installation of Loose-Fill Insulation ,"Where blown-in insulation is installed in above-ground or below-ground wood frame walls of new buildings, (a) the density of the installed insulation shall be sufficient to preclude settlement, (b) the insulation shall be installed behind a membrane that will permit visual inspection prior to installation of the interior finish, (c) the insulation shall be installed in a manner that will not interfere with the installation of the interior finish, and (d) no water shall be added to the insulation, unless it can be shown that the added water will not adversely affect other materials in the assembly. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.2.4.(5),Installation of Loose-Fill Insulation ,Water repellent loose-fill insulation is permitted to be used between the outer and inner wythes of masonry cavity walls. (See Note A-9.25.2.4.(5).) ,obc2019divb,Div B,9.25.2.4.(5),9.25.2.4. Installation of Loose-Fill Insulation ,Water repellent loose-fill insulation may be used between the outer and inner wythes of masonry cavity walls. (See Appendix A.),,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.2.4.(6),Installation of Loose-Fill Insulation ,"Where soffit venting is used, measures shall be taken to prevent loose-fill insulation from blocking the soffit vents and to maintain an open path for circulation of air from the vents into the attic or roof space, and to minimize airflow into the insulation near the soffit vents to maintain the thermal performance of the material. (See Article 9.19.1.3.)",obc2019divb,Div B,9.25.2.4.(6),9.25.2.4. Installation of Loose-Fill Insulation ,"Where soffit venting is used, measures shall be taken, (a) to prevent loose-fill insulation from blocking the soffit vents and to maintain an open path for circulation of air from the vents into the attic or roof space, and (b) to minimize air flow into the loose-fill insulation near the soffit vents to maintain the thermal performance of the material. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.2.5.(1),Installation of Spray-Applied Polyurethane ,"Spray-applied polyurethane insulation shall be installed in accordance with ULC CAN/ULC-S705.2-05 Thermal Insulation – Spray Applied Rigid Polyurethane Foam, Medium Density – Application",obc2019divb,Div B,9.25.2.5.(1),9.25.2.5. Installation of Spray-Applied Polyurethane ,"Spray-applied polyurethane insulation shall be installed in accordance with CAN/ULC-S705.2, ""Thermal Insulation â€"" Spray-Applied Rigid Polyurethane Foam, Medium Density â€"" Application"".",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.2.(2),Air Barrier System Properties ,"Where polyethylene sheet is installedused to serveprovide asairtightness in the vapourair barrier system, it shall conform to CGSB CAN/CGSB-51.34-M, ""M86 Vapour Barrier, Polyethylene Sheet for Use in Building Construction"". ",obc2019divb,Div B,9.25.4.2.(3),9.25.4.2. Vapour Barrier Materials ,"Where polyethylene is installed to serve as the vapour barrier, it shall conform to CAN/CGSB-51.34-M, ""Vapour Barrier, Polyethylene Sheet for Use in Building Construction"". ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.2.(2),Air Barrier System Properties ,"Where polyethylene sheet is used to provide airtightness in the air barrier system, it shall conform to CGSB CAN/CGSB-51.34-M86 Vapour Barrier, Polyethylene Sheet for Use in Building Construction",obc2019divb,Div B,9.25.3.2.(2),9.25.3.2. Air Barrier System Properties ,"Where polyethylene sheet is used to provide the air-tightness in the air barrier system, it shall conform to CAN/CGSB-51.34-M, ""Vapour Barrier, Polyethylene Sheet for Use in Building Construction"".",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.3.(1),Continuity of the Air Barrier System ,"Where the air barrier system consists of an air-impermeable panel-type material, all joints shall be sealed to prevent air leakage.",obc2019divb,Div B,9.25.3.3.(1),9.25.3.3. Continuity of the Air Barrier System ,"Where the air barrier system consists of an air-impermeable panel-type material, all joints shall be sealed to minimize air leakage.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.3.(6),Continuity of the Air Barrier System ,"Penetrations of the air barrier system, such as those created by the installation of doors, windows, electrical wiring, electrical boxes, piping or ductwork, shall be sealed to maintain the integrity of the air barrier system over the entire surface.",obc2019divb,Div B,9.25.3.3.(10),9.25.3.3. Continuity of the Air Barrier System ,"Penetrations of the air barrier system, such as those created by the installation of doors, windows and other fenestration shall be sealed to maintain the integrity of the air barrier system over the entire surface. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.3.(7),Continuity of the Air Barrier System ,"Where access hatches and sump pit covers are installed through assemblies constructed with an air barrier system, they shall be weatherstripped around their perimeters to prevent air leakage.",obc2019divb,Div B,9.25.3.3.(13),9.25.3.3. Continuity of the Air Barrier System ,An access hatch installed through an assembly constructed with an air barrier system shall be weatherstripped around the perimeter to minimize air leakage.,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.4.2.(1),Vapour Barrier Materials ,Vapour barriers shall have a permeance not greater than 60 ng/(Pa·s·m2) measured in accordance with ASTM E 96/E 96M-13 Water Vapor Transmission of Materials using the desiccant method (dry cup).,obc2019divb,Div B,9.25.4.2.(1),9.25.4.2. Vapour Barrier Materials ,"Vapour barriers shall have a permeance not greater than 60 ng/(Paâˆ™sâˆ™m2), measured in accordance with ASTMÂ E96Â /Â E96M, ""Water Vapor Transmission of Materials"", using the desiccant method (dry cup).",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.4.2.(4),Vapour Barrier Materials ,"Membrane-type vapour barriers other than polyethylene shall conform to the requirements of CGSB CAN/CGSB-51.33-M89 Vapour Barrier Sheet, Excluding Polyethylene, for Use in Building Construction",obc2019divb,Div B,9.25.4.2.(4),9.25.4.2. Vapour Barrier Materials ,"Membrane-type vapour barriers other than polyethylene shall conform to CAN/CGSB-51.33-M, ""Vapour Barrier, Sheet, Excluding Polyethylene, for Use in Building Construction"".",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.4.2.(5),Vapour Barrier Materials ,"Where a coating is applied to gypsum board to function as the vapour barrier, the permeance of the coating shall be determined in accordance with CGSB CAN/CGSB-1.501-M89 Method for Permeance of Coated Wallboard",obc2019divb,Div B,9.25.4.2.(5),9.25.4.2. Vapour Barrier Materials ,"Where a coating is applied to gypsum board to function as the vapour barrier, the permeance of the coating shall be determined in accordance with CAN/CGSB-1.501-M, ""Method for Permeance of Coated Wallboard"". ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.4.3.(2),Installation of Vapour Barriers ,"Where different products are used for the vapour barrier and the insulation, the vapour barrier shall be installed sufficiently close to the warm side of the insulation to prevent condensation at design conditions. (See Note A-9.25.4.3.(2) and Note A-9.25.5.1.(1).)",obc2019divb,Div B,9.25.4.3.(2),9.25.4.3. Installation of Vapour Barriers ,"Where different products are used for the vapour barrier and the insulation, the vapour barrier shall be installed sufficiently close to the warm side of the insulation to prevent condensation at design conditions. (See Appendix A and Appendix Note A-9.25.5.1.(1))",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.4.3.(3),Installation of Vapour Barriers ,"Where the same product is used for the vapour barrier and the insulation, the product shall be installed sufficiently close to the warm side of the assembly to prevent condensation at design conditions. (See Notes A-9.25.4.3.(2), Note A-9.25.5.1.(1) and Note A-9.25.5.2.)",obc2019divb,Div B,9.25.4.3.(3),9.25.4.3. Installation of Vapour Barriers ,"Where the same product is used for the vapour barrier and the insulation, the product shall be installed sufficiently close to the warm side of the assembly to prevent condensation at design conditions. (See Appendix Notes A9.25.4.3.(2), A-9.25.5.1.(1) and A-9.25.5.2.) ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.5.1.(1),General ,"Except as provided in Sentences 9.25.5.1.(2) to 9.25.5.1.(4), sheet and panel-type materials incorporated into assemblies described in Article 9.25.1.1. shall conform to Article 9.25.5.2., where the material has an air leakage characteristic less than 0.1 L/(s·m2) at 75 Pa, and a water vapour permeance less than 60 ng/(Pa·s·m2) when measured in accordance with ASTM E 96/E 96M-13 Water Vapor Transmission of Materials using the desiccant method (dry cup) (see Note A-9.25.5.1.(1)(a)(ii)), and the intended use of the interior space where the materials are installed will not result in high moisture generation.",obc2019divb,Div B,9.25.5.1.(1),9.25.5.1. General (See Appendix A.) ,"Except as provided in Sentences (2) to (4), sheet and panel-type materials incorporated into assemblies described in Article 9.25.1.1. shall conform to ArticleÂ 9.25.5.2. where,(a) the material has, (i) an air leakage characteristic less than 0.1 L/(sâˆ™m2) at 75 Pa, and (ii) a water vapour permeance less than 60 ng/(Paâˆ™sâˆ™m2) when measured in accordance with ASTM E96Â /Â E96M, ""Water Vapor Transmission of Materials"", using the desiccant method (dry cup), and (See Appendix A.) (b) the intended use of the interior space where the materials are installed will not result in high moisture generation. (See Appendix A.) ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.5.1.(2),General ,"Where the intended use of the interior space will result in high moisture generation, the assembly shall be designed according to Part 5. (See Appendix A.).",obc2019divb,Div B,9.25.4.2.(2),9.25.4.2. Vapour Barrier Materials ,"Where the intended use of the interior space will result in high moisture generation, the assembly shall be designed according to Part 5. (See Appendix A.)",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.5.1.(3),General ,Wood-based sheathing materials not more than 12.5 mm thick and complying with Article 9.23.17.2. need not comply with Sentence 9.25.5.1.(1). (See Note A-9.25.5.1.(3).) ,obc2019divb,Div B,9.25.5.1.(3),9.25.5.1. General (See Appendix A.) ,Wood-based sheathing materials not more than 12.5 mm thick and complying with Article 9.23.16.2. need not comply with Sentence (1). (See Appendix A.) ,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.25.5.1.(4),General ,"Where a material has a water vapour permeance not less than 30 ng/(Pa?s?m2) and a thermal resistance not less than 0.7 (m2·K)/W and the heating degree-days of the building location are less than 6000, the assembly need not comply with Sentence 9.25.5.1.(1).",obc2019divb,Div B,9.25.5.1.(4),9.25.5.1. General (See Appendix A.) ,"Sheet and panel-type materials need not comply with Sentence (1) where,(a) the material has, (i) a water vapour permeance not less than 30 ng/(Paâˆ™sâˆ™m2), and (ii) a thermal resistance not less than 0.7 (m2âˆ™K)/W, and (b) the heating degree-days of the building location, in degrees Celsius, are less than 6 000. ",,Common,No,,,,,,,,,,,
