Code Year,Province/Territory,Code Book,National Division,NationalSentenceNumber,National Article Title,National Sentence Text,P/T Document,P/T Division,P/TSentenceNumber,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,6.3.1.6.(1),Indoor Air Contaminants ,"Air contaminants of concern that are released within buildings shall be removed insofar as is possible at their points of origin, and not be permitted to accumulate in concentrations greater than those permitted by applicable provincial or territorial requirements or, in the absence of such requirements, by good engineering practice such as that described in the publications listed in Sentence 6.2.1.1.(1), measured using the methodology described therein. ",obc2019_divb,Div B,6.2.2.4.(1),6.2.2.4. Indoor Air Contaminants (See Appendix A.) ,"Air contaminants released within buildings shall be removed insofar as possible at their points of origin and shall not be permitted to accumulate in concentrations greater than permitted by good engineering practice appropriate to the circumstances such as that described in the publications listed in Article 6.2.1.1."" (See Appendix A.)",Common Sentence,Yes,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.6.(2),Indoor Air Contaminants ,Systems serving spaces that contain sources of contamination and systems serving other occupied parts of the building but located in or running through spaces that contain sources of contamination shall be designed in such a manner as to prevent the spread of such contamination to other occupied parts of the building.,obc2019_divb,Div B,6.2.2.4.(2),6.2.2.4. Indoor Air Contaminants (See Appendix A.) ,Systems serving spaces that contain sources of contamination and systems serving other occupied parts of the building but located in or running through spaces that contain sources of contamination shall be designed in such a manner as to prevent the spread of such contamination to other occupied parts of the building. (See Appendix A.),Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.6.(3),Indoor Air Contaminants ,"Heating, ventilating and air-conditioning systems shall be designed to minimize the growth and spread of bio-contaminants. ",obc2019_divb,Div B,6.2.2.4.(3),6.2.2.4. Indoor Air Contaminants (See Appendix A.) ,"Heating, ventilating and air-conditioning systems shall be designed to minimize growth and spread of bio-contaminants. ",Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.7.(1),Commercial Cooking Equipment ,"Except as provided in Article 3.6.3.5 (2)., systems for the ventilation of commercial cooking equipment shall be designed, constructed and installed to conform to NFPA 96 Ventilation Control and Fire Protection of Commercial Cooking Operations",obc2019_divb,Div B,6.2.2.6.(1),6.2.2.6. Commercial Cooking Equipment ,"Except as provided in Article 3.6.3.5., all commercial cooking equipment shall be provided with ventilation systems designed, constructed and installed to conform to NFPA 96, ""Ventilation Control and Fire Protection of Commercial Cooking Operations"".",Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.2.1.(1),Application ,"This Subsection applies to the design, construction and installation of air duct distribution systems serving heating, ventilating and air-conditioning systems other than those in dwelling units covered by Part 9.",obc2019_divb,Div B,6.2.3.1.(1),6.2.3.1. Application ,"Except as provided in Sentence (2), this Subsection applies to the design, construction and installation of air duct distribution systems serving heating, ventilating and air-conditioning systems.",Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.2.1.(1),Application ,"This Subsection applies to the design, construction and installation of air duct distribution systems serving heating, ventilating and air-conditioning systems other than those in dwelling units covered by Part 9.",obc2019_divb,Div B,6.2.3.1.(2),6.2.3.1. Application ,"This Subsection does not apply to the design, construction and installation of air duct distribution systems serving heating, ventilating and air-conditioning systems that serve a house or an individual dwelling unit within the scope of Part 9.",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.1.(1),Application ,"This Subsection applies to the design, construction and installation of air duct distribution systems serving heating, ventilating and air-conditioning systems other than those in dwelling units covered by Part 9.",obc2019_divb,Div B,6.2.4.1.(1),6.2.4.1. Application ,"The requirements of this Subsection apply to the design, construction and installation of air duct distribution systems serving heating, ventilating and air-conditioning systems that serve a house or an individual dwelling unit within the scope of Part 9.",Common Sentence,Yes,Air Ducts for Low Capacity Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(1),Exhaust Ducts and Outlets ,"Except as provided in Sentence 6.3.2.10.(2), exhaust ducts of non-mechanical ventilating systems serving separate rooms or spaces shall not be combined.",obc2019_divb,Div B,6.2.3.8.(1),6.2.3.8. Exhaust Ducts and Outlets ,"Except as provided in Sentence (2), exhaust ducts of nonmechanical ventilating systems serving separate rooms or spaces shall not be combined.",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(10),Exhaust Ducts and Outlets ,"Except as provided in Sentence 6.3.2.10.(12) and except for self-contained systems serving individual dwelling units, exhaust ducts serving rooms containing water closets, urinals, basins, showers or slop sinks shall be independent of other exhaust ducts.",obc2019_divb,Div B,6.2.3.8.(8),6.2.3.8. Exhaust Ducts and Outlets ,"Except as provided in Sentence (10) and except for self-contained systems serving individual dwelling units, exhaust ducts serving rooms containing water closets, urinals, basins, showers or slop sinks shall be independent of other exhaust ducts.",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(11),Exhaust Ducts and Outlets ,"Except as provided in Sentence 6.3.2.10.(12) and except for self-contained systems serving individual dwelling units, exhaust ducts serving rooms containing residential cooking equipment shall be independent of other exhaust ducts. ",obc2019_divb,Div B,6.2.3.8.(9),6.2.3.8. Exhaust Ducts and Outlets ,"Except as provided in Sentence (10) and except for self-contained systems serving individual dwelling units, exhaust ducts serving rooms containing residential cooking equipment shall be independent of other exhaust ducts. ",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(12),Exhaust Ducts and Outlets ,"Two or more exhaust systems described in Sentences 6.3.2.10.(10) and 6.3.2.10.(11) may be interconnected or connected with exhaust ducts serving other areas of the building, provided the connections are made at the inlet of an exhaust fan, and all interconnected systems are equipped with suitable back pressure devices to prevent the passage of odours from one system to another when the fan is not in operation, or the exhaust ducts discharge to a shaft that is served by an exhaust fan having a capacity that is equal to or greater than the combined capacity of the exhaust fans discharging to the plenum multiplied by the operation diversity factor, provided that the exhaust fan serving the shaft operates continuously (see Note A-6.3.2.10.(12)(b)).",obc2019_divb,Div B,6.2.3.8.(10),6.2.3.8. Exhaust Ducts and Outlets ,"Two or more exhaust systems described in Sentences (8) and (9) may be interconnected or connected with exhaust ducts serving other areas of the building provided,(a) the connections are made at the inlet of an exhaust fan, and all interconnected systems are equipped with suitable back pressure devices to prevent passage of odours from one system to another when the fan is not in operation, or (b) the exhaust ducts discharge to a shaft that is served by an exhaust fan having a capacity that is equal to or greater than the combined capacity of the exhaust fans discharging to the plenum multiplied by the operation diversity factor, provided that the exhaust fan serving the shaft operates continuously. (See Appendix A.) ",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(13),Exhaust Ducts and Outlets ,"Where exhaust ducts containing air from conditioned spaces pass through or are adjacent to unconditioned spaces, the ducts shall be constructed to prevent condensation from forming on the inside or outside of the ducts.",obc2019_divb,Div B,6.2.3.8.(11),6.2.3.8. Exhaust Ducts and Outlets ,"Where exhaust ducts containing air from conditioned spaces pass through or are adjacent to unconditioned spaces, the ducts shall be constructed to prevent condensation from forming inside or outside of the ducts.",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(2),Exhaust Ducts and Outlets ,"Exhaust ducts of non-mechanical ventilating systems serving similar occupancies may be combined immediately below the point of final delivery to the outdoors, such as at the base of a roof ventilator.",obc2019_divb,Div B,6.2.3.8.(2),6.2.3.8. Exhaust Ducts and Outlets ,"Exhaust ducts of nonmechanical ventilating systems serving similar occupancies may be combined immediately below the point of final delivery to the outside, such as at the base of a roof ventilator.",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(5),Exhaust Ducts and Outlets ,"Except as permitted in Sentence 6.3.2.10.(6), exhaust systems shall discharge directly to the outdoors. (See Note A-6.3.2.10.(5).) ",obc2019_divb,Div B,6.2.3.8.(5),6.2.3.8. Exhaust Ducts and Outlets ,"Except as permitted in Sentence (6), exhaust systems shall discharge directly to the outdoors. (See Appendix A.) ",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(7),Exhaust Ducts and Outlets ,"Exhaust ducts connected to laundry-drying equipment shall be independent of other exhaust ducts, accessible for inspection and cleaning, and constructed of a smooth corrosion-resistant material.",obc2019_divb,Div B,6.2.3.8.(7),6.2.3.8. Exhaust Ducts and Outlets ,"Exhaust ducts connected to laundry drying equipment shall be,(a) independent of other exhaust ducts, (b) designed and installed so that the entire duct can be cleaned, and (c) constructed of smooth corrosion-resistant material. (See Appendix A.) ",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.10.(8),Exhaust Ducts and Outlets ,"Where collective venting of multiple installations of laundry-drying equipment is used, the ventilation system shall be connected to a common exhaust duct that is vented by one central exhaust fan and incorporates one central lint trap, include an interlock to activate the central exhaust fan when laundry-drying equipment is in use, and be provided with make-up air.",obc2019_divb,Div B,6.2.3.8.(18),6.2.3.8. Exhaust Ducts and Outlets ,"Where collective venting of multiple installations of laundry-drying equipment is used, the ventilation system shall, (a) be connected to a common exhaust duct that is vented by one central exhaust fan, (b) incorporate one central lint trap, (c) include an interlock to activate the central exhaust fan when laundry-drying equipment is in use, and (d) be provided with make-up air. (See Appendix Note A-6.2.3.8.(7)) ",Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.12.(1),Underground Ducts ,"Underground ducts shall be constructed and installed to provide interior drainage from and access to all low points, not be connected directly to a sewer, and be installed and constructed of materials recommended by ASHRAE and SMACNA Standards and HRAI Manuals.",obc2019_divb,Div B,6.2.3.5.(1),6.2.3.5. Underground Ducts ,"Underground ducts shall,(a) be constructed and installed with a slope to provide interior drainage to all low points, (b) not be connected directly to a sewer, and (c) be installed and constructed of materials in conformance with ASHRAE Handbooks, SMACNA Manuals and the HRAI Digest. ",Common Sentence,Yes,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.12.(1),Underground Ducts ,"Underground ducts shall be constructed and installed to provide interior drainage from and access to all low points, not be connected directly to a sewer, and be installed and constructed of materials recommended by ASHRAE and SMACNA Standards and HRAI Manuals.",obc2019_divb,Div B,6.2.4.3.(13),6.2.4.3. Construction and Installation of Ducts and Plenums ,"Underground ducts shall, (a) be constructed and installed with a slope to provide interior drainage to all low points, (b) not be connected directly to a sewer, and (c) be installed and constructed of materials in conformance with ASHRAE Handbooks, SMACNA Manuals and the HRAI Digest. ",Common Sentence,Yes,Air Ducts for Low Capacity Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.12.(2),Underground Ducts ,,obc2019_divb,Div B,6.2.3.5.(2),6.2.3.5. Underground Ducts ,,Common Sentence,No,Air Duct Systems,,,,,,
2015,ON,NBC,Div B,6.3.2.12.(2),Underground Ducts,,obc2019_divb,Div B,6.2.4.3.(14),6.2.4.3. Construction and Installation of Ducts and Plenums,,Common Sentence,No,Air Ducts for Low Capacity Systems,,,,,,
