Division,P/T Section ID,Section Number,P/T Subsection ID,Subsection Number,P/T Article Title,P/T Sentence Number,P/T Sentence Text
B,ep001015.3,3.3,ep001015.3.4,3.3.4,Separation from Combustible Products,es004222,Dangerous goods and other products described in es004181 shall not be stored in the same individual storage area.
B,ep001015.3,3.3,ep001015.3.4,3.3.4,Identification,es004223,The outdoor storage of dangerous goods shall conform to Articles ea002164 and ea002165
B,ep001015.3,3.3,ep001015.3.4,3.3.4,Training,es004224,The training of personnel involved in the outdoor storage of dangerous goods shall conform to ea002166
B,ep001015.3,3.3,ep001015.3.4,3.3.4,Safety Precautions,es004225,"When dangerous goods are stored outside of a building, safety precautions shall be taken to prevent undesirable reactions from the effects of atmospheric conditions."
B,ep001015.3,3.3,ep001015.3.4,3.3.4,Safety Precautions,es004226,Damaged or leaking packages or containers of dangerous goods shall be moved to a safe location and the product repackaged and labelled as soon as possible.
B,ep001015.3,3.3,ep001015.3.4,3.3.4,Intermodal Shipping Containers,es007378,"Intermodal shipping containers used for the transportation of dangerous goods, as well as their contents, shall be stored in conformance with the segregation requirements stated in imo_imdgc. (See en000601.)"
B,ep001015.3,3.3,ep001015.3.5,3.3.5,Application,es004228,"Except as provided in ep001015.1.1, this Subsection applies to the outdoor storage of dangerous goods classified as compressed gases."
B,ep001015.3,3.3,ep001015.3.5,3.3.5,Location,es004229,"Where cylinders of dangerous goods classified as compressed gases are stored outdoors, they shall be supported on raised concrete or other noncombustible platforms, and located in an enclosure fenced in conformance with ea002186"
B,ep001015.3,3.3,ep001015.3.5,3.3.5,Clearances,es004230,"Except as provided in es004231, cylinders of anhydrous ammonia or dangerous goods classified as flammable or toxic gases that are stored outdoors shall be not less than 1.5 m from any building opening, if the aggregate capacity of expanded gas is not more than 170 m3, 7.5 m from any building opening, if the aggregate capacity of expanded gas is more than 170 m3 but less than 500 m3, and 15 m from any building opening, if the aggregate capacity of expanded gas is 500 m3 or more. (See en000596.)"
B,ep001015.3,3.3,ep001015.3.5,3.3.5,Clearances,es004231,The distances required in es004230 need not apply where the building opening leads into a room conforming to ep001015.2.8 that is used for storing dangerous goods classified as compressed gases.
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Application,es015176,This Subsection shall apply to the outdoor storage of tires or shredded tires where the bulk volume of stored product exceeds 300 m3. (See en001315.)
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Covered Storage,es015177,"This Subsection shall not apply to the storage of tires or shredded tires that are covered by a minimum depth of 150 mm of noncombustible material, or buried in a lined and covered trench system for recovery and reuse. (See en001316.)"
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Pile Size and Location,es015178,"No person shall store or permit to be stored tires or shredded tires in outdoor storage piles that exceed an individual pile volume of 300 m3, an individual storage area of 100 m2, or a storage pile height of 3 m."
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Pile Size and Location,es015179,"No person shall store tires or shredded tires unless clearances from other stored product or salvage, including but not limited to tires, are maintained with a clear space of not less than 6 m, with at least 15 m from surrounding property lines, and with at least 15 m from buildings or as indicated in nfpa80a whichever is the greatest distance."
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Pile Size and Location,es015180,Storage piles shall not be located beneath electrical power lines.
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Fire Break,es015181,A 22 m fire break shall be provided around the perimeter of individual storage piles where the total bulk volume of stored tires or shredded tires is greater than 4 800 m3.
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Fuel-fired Vehicles,es015182,Fuel-fired vehicles operating in a storage area shall be maintained regularly so as not to be a fire hazard.
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Open Flame,es015183,"No person shall smoke or use an open-flame appliance or device, including welding or cutting equipment, in a storage area."
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Fire Department Access Routes,es015187,A minimum of two fire department access routes conforming to Article 3.2.5.6. of Division B of the nrcc-nbcae23 and located as remotely as possible from each other shall be provided for each tire storage area.
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Fire Department Access Routes,es015188,"A fire department access route shall be provided within 50 m of any point in the storage yard where storage piles are located, and not closer than 6 m to any individual storage pile."
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Fencing,es015189,"If the total volume of stored tires or shredded tires is more than 600 m3, the area occupied by the tires shall be fenced in conformance with ea002186"
B,ep001015.3,3.3,ep001015.3.6,3.3.6,Maintenance,es015190,Storage areas shall be maintained free of combustible vegetation for at least 4.5 m from the stored material and shall be not less than 30 m from brush and forested areas.
B,ep001015.4,3.4,ep001015.4.1,3.4.1,Attribution to Acceptable Solutions,es007214,"For the purposes of compliance with this Code as required in es007176b, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in et001055 (See en001178.)"
B,ep001016.1,4.1,ep001016.1.1,4.1.1,Application,es004232,"Except as provided in Sentences es004233 and es004234, this Part applies to the storage, handling, use and processing of flammable liquids and combustible liquids in buildings, structures and open areas, water-miscible liquid mixtures classified as flammable liquids or combustible liquids in conformance with ea003687 in buildings, structures and open areas, and dangerous goods classified as flammable gases at fuel-dispensing stations. (See en001060.)"
B,ep001016.1,4.1,ep001016.1.1,4.1.1,Application,es004233,"Areas in process plants, where conditions must be addressed by design and operational details specific to the hazard, need not conform to this Part, where alternative protection is provided in conformance with ea004103. (See en000606.)"
B,ep001016.1,4.1,ep001016.1.1,4.1.1,Application,es004234,"This Part shall not apply to the transportation of flammable liquids or combustible liquids under tc_sor95 appliances and their ancillary equipment within the scope of csab139, except for aboveground storage tanks with an individual capacity exceeding 2 500 L (see en001061), the storage of flammable liquids or combustible liquids on farms for individual farm use, or the storage of aerosol products covered under ep001015.2.5"
B,ep001016.1,4.1,ep001016.1.1,4.1.1,Application,es004235,"In addition to the requirements in this Part, the storage, handling and use of flammable liquids and combustible liquids in laboratories shall be in conformance with ep001017.5"
B,ep001016.1,4.1,ep001016.1.1,4.1.1,Application,es004236,"Unless otherwise specified, this Section shall apply to all areas involved in the storage, handling or use of flammable liquids and combustible liquids covered in this Part."
B,ep001016.1,4.1,ep001016.1.2,4.1.2,Classification,es004237,"Except as provided in ea003687, for the purposes of this Part, flammable liquids and combustible liquids shall be classified in conformance with Sentences es004238 and es004239."
B,ep001016.1,4.1,ep001016.1.2,4.1.2,Classification,es004238,"Flammable liquids shall be Class I liquids, and shall be subdivided into: Class IA liquids, which shall include those having a flash point below 22.8°C and a boiling point below 37.8°C, Class IB liquids, which shall include those having a flash point below 22.8°C and a boiling point at or above 37.8°C, and Class IC liquids, which shall include those having a flash point at or above 22.8°C and below 37.8°C."
B,ep001016.1,4.1,ep001016.1.2,4.1.2,Classification,es004239,"Combustible liquids shall be Class II or Class IIIA liquids, and shall be subdivided into: Class II liquids, which shall include those having a flash point at or above 37.8°C and below 60°C, and Class IIIA liquids, which shall include those having a flash point at or above 60°C and below 93.3°C (see en000608)."
B,ep001016.1,4.1,ep001016.1.2,4.1.2,Water-Miscible Liquid Mixtures,es013768,"For the purposes of this Part, mixtures of methanol, ethanol, 2-propanol, acetone or acetic acid and water shall be classified in conformance with Sentences es013769to es013773."
B,ep001016.1,4.1,ep001016.1.2,4.1.2,Water-Miscible Liquid Mixtures,es013769,"A mixture of methanol and water shall be classified as a Class IB liquid if the concentration of methanol is 90% or more by volume, a Class IC liquid if the concentration of methanol is 30% or more but less than 90% by volume, or a Class II liquid if the concentration of methanol is 20% or more but less than 30% by volume."
B,ep001016.1,4.1,ep001016.1.2,4.1.2,Water-Miscible Liquid Mixtures,es013770,"A mixture of ethanol and water shall be classified as a Class IB liquid if the concentration of ethanol is 90% or more by volume, a Class IC liquid if the concentration of ethanol is 30% or more but less than 90% by volume, or a Class II liquid if the concentration of ethanol is 20% or more but less than 30% by volume."
B,ep001016.1,4.1,ep001016.1.2,4.1.2,Water-Miscible Liquid Mixtures,es013771,A mixture of 2-propanol and water shall be classified as a Class IC liquid if the concentration of 2-propanol is 20% or more by volume.
