ID,Division,Article Title,Sentence Number,Sentence Text
ID29896,B,Application,3.16.1.1.(2),The requirements of Subsection 3.2.8. do not apply to a shelf and rack storage system conforming to this Section.
ID29899,B,Application,3.16.1.1.(3),"The requirements of Subsection 3.16.2. apply to a shelf and rack storage system for the storage of Class I, II, III and IV commodities as defined in NFPA 13, “Installation of Sprinkler Systems”."
ID29902,B,Application,3.16.1.1.(4),"The requirements of Subsection 3.16.3. apply to a shelf and rack storage system for the storage of Group A, B and C plastics and rubber tires as defined in NFPA 13, “Installation of Sprinkler Systems”."
ID29907,B,General,3.16.1.2.(1),"A shelf and rack storage system shall not be designed for production, manufacturing, assembling, disassembling or ancillary administrative functions."
ID29910,B,General,3.16.1.2.(2),"A shelf and rack storage system may be designed for the storage, accessing, retrieval, packing and distribution of commodities."
ID29913,B,General,3.16.1.2.(3),A high hazard industrial occupancy shall not contain a shelf and rack storage system.
ID29917,B,General,3.16.1.2.(4),"Except as required by Sentence 3.16.3.2.(3), a shelf and rack storage system shall not exceed 24 m in height."
ID29922,B,Construction,3.16.1.3.(1),"All structural components of a shelf and rack storage system, including posts, beams, decks, walkways, connections and their supports such as concrete slabs and foundations, shall be designed in accordance with Part 4."
ID29926,B,Construction,3.16.1.3.(2),"Except as required by Sentence 3.16.3.2.(2), platform and walkway levels shall be of, (a) solid construction consisting of steel plate or steel roof decking with a top substrate that forms a serviceable floor area, or (b) open construction consisting of steel grating or open steel floor planking."
ID29930,B,Construction,3.16.1.3.(3),Guards and toe-boards shall be provided in accordance with Articles 3.3.1.17. and 3.3.5.8.
ID29933,B,Construction,3.16.1.3.(4),"Every platform or walkway level shall be provided with fire extinguishers installed in conformance with the Fire Code made under the Fire Protection and Prevention Act, 1997."
ID29938,B,Signs,3.16.1.4.(1),A permanent sign shall be posted in a conspicuous location to indicate the maximum permissible design loads for each shelf and rack storage system.
ID29942,B,Signs,3.16.1.4.(2),"Permanent signs shall be posted in conspicuous locations with, (a) the words NO SMOKING in black lettering not less than 50 mm high with a stroke not less than 12 mm on a yellow background, or (b) a non-smoking symbol having a size not less than 150 mm by 150 mm."
ID29949,B,Lighting,3.16.1.5.(1),Walkways and platforms shall be equipped to provide illumination to an average level not less than 50 lx at floor or tread level and at angles and intersections at changes of level where there are stairs or ramps.
ID29951,B,Lighting,3.16.1.5.(2),"Emergency lighting on walkways, platforms, unenclosed egress stairs and exits providing means of egress shall conform to not less than, (a) the illumination level in Sentences 3.2.7.3.(2) and (3), and (b) the duration in Sentence 3.2.7.4.(1)."
ID29959,B,Sprinkler System,3.16.1.6.(1),An automatic sprinkler system conforming to this Article shall be installed in a floor area containing a shelf and rack storage system.
ID29963,B,Sprinkler System,3.16.1.6.(2),"The automatic sprinkler system shall be designed, constructed, installed and tested in conformance with NFPA 13, “Installation of Sprinkler Systems” or the appropriate NFPA sprinkler standard for the most severe hazard to which the storage system is exposed."
ID29965,B,Sprinkler System,3.16.1.6.(3),Sprinkler protection shall be provided under all platforms and walkways.
ID29967,B,Sprinkler System,3.16.1.6.(4),"Except where the platforms or walkways are of open construction, any openings for egress stairs shall be protected by noncombustible draft stops not less than 450 mm below the floors above."
ID29970,B,Sprinkler System,3.16.1.6.(5),"The automatic sprinkler system shall be electrically supervised to indicate a trouble signal on the building fire alarm system annunciator or where the building does not have a fire alarm system, to notify the person controlling the operation of the building for each of the situations listed in Sentence 3.2.4.10.(3)."
ID29975,B,Sprinkler System,3.16.1.6.(6),The automatic sprinkler system shall be designed to notify the fire department that a waterflow switch has been activated.
ID29977,B,Sprinkler System,3.16.1.6.(7),The notification to the person controlling the building and the fire department referred to in Sentences (5) and (6) shall be provided in accordance with Sentence 3.2.4.8.(4).
ID29980,B,Sprinkler System,3.16.1.6.(8),"A permanent sign shall be posted, at or near the sprinkler control valve, containing, (a) the word NOTICE in contrasting letters, (b) a description of the commodity class as defined in NFPA 13, “Installation of Sprinkler Systems”, and (c) the sprinkler design criteria used for the shelf and rack storage system."
ID29989,B,Exits and Means of Egress,3.16.1.7.(1),"Except as permitted in Sentences (2) and (3), every walkway or platform level shall be provided with no fewer than two exits conforming to Section 3.4."
ID29992,B,Exits and Means of Egress,3.16.1.7.(2),"An access to exit from an elevated platform level may be provided by means of open unenclosed stairs serving, (a) not more than four platform levels, the highest of which shall be not more than 12 m above the main floor, where the shelf and rack storage system is intended for the storage of Class I, II, III and IV commodities, as defined in NFPA 13, “Installation of Sprinkler Systems”, and (b) not more than two platform levels, where the shelf and rack storage system is intended for the storage of Group A, B and C plastics and rubber tires, as defined in NFPA 13, “Installation of Sprinkler Systems”."
ID29999,B,Exits and Means of Egress,3.16.1.7.(3),"Any single platform or walkway in a shelf and rack storage system may be served by a single unenclosed stair leading to the platform or walkway level immediately below provided, (a) the platform or walkway does not exceed 200 m 2 in area, (b) the travel distance on the platform or walkway to the level below, including the travel distance along the single unenclosed egress stair, does not exceed 25 m, and (c) the platform or walkway below is provided with two separate egress stairs or exits."
ID30007,B,Exits and Means of Egress,3.16.1.7.(4),"The maximum travel distance on an elevated platform to the ground floor level, including the travel distance along unenclosed stairs, shall not exceed 45 m."
ID30009,B,Exits and Means of Egress,3.16.1.7.(5),The maximum travel distance on an elevated platform to an exit serving that platform shall not exceed 45 m.
ID30012,B,Exits and Means of Egress,3.16.1.7.(6),"Except as permitted in Sentence (7), the maximum travel distance from the bottom of an unenclosed stair to an exit along a main aisle on the ground floor level shall not exceed 45 m."
ID30015,B,Exits and Means of Egress,3.16.1.7.(7),"Where the travel distance in Sentence (6) exceeds 45 m, (a) an egress system serving the shelf and rack storage system shall be designed on the basis of a time-based egress analysis using the following criteria: (i) occupant egress speed of 1 m/sec shall be used for horizontal egress routes within the shelf and rack storage system, (ii) occupant egress speed of 0.6 m/sec shall be used for vertical egress routes within the shelf and rack storage system, measured on the diagonal along the nosing of the stairs, (iii) occupant egress speed of 1.3 m/sec shall be used for horizontal egress routes along a main aisle on the ground floor level, (iv) each lift-gate shall be accorded an egress time of 10 seconds, (v) each at-level conveyor cross-over shall be accorded a time of 5 seconds, and (vi) a safety factor of 1.5 shall be used in calculating the total egress time, (b) the total egress time shall be calculated using the following formula: Total Egress Time = (H p + V p /0.6 + H m /1.3 + 10N lg + 5N lc ) · 1.5 (in seconds) where: H p = horizontal travel distance on the shelf and rack storage system, in metres, V p = vertical travel distance on the shelf and rack storage system, in metres, H m = horizontal travel distance on the main floor, in metres, N lg = number of lift gates in the means of egress, N lc = number of at-level cross overs in the means of egress, (c) the total egress time from any point in the shelf and rack storage system shall be a maximum of 4 minutes, (d) a fire alarm and detection system conforming to Subsection 3.2.4. shall be installed in the building, (e) smoke detectors shall be provided under all solid decking and walkways, (f) clearly identified and easily accessible pull stations shall be provided at egress stairs, conveyor cross-overs or lift-gates located along egress paths, and (g) the occupant load on each level of the shelf and rack storage system shall not exceed 10 persons per egress stair."
