Full Index,National Full,National in ON,Similarity
6461,"Factory-built chimneys serving solid-fuel-burning appliances, and their installation, shall conform to ULC CAN/ULC-S629-16 650°C Factory-Built Chimneys (See Note A-9.33.10.2.(1).)","Factory-built chimneys serving solid-fuel-burning appliances, and their installation, shall conform to CAN/ULC-S629, 650°C Factory-Built Chimneys. (See Note A-9.33.10.2.(1).)",0.8421052631578947
6261,Glued-laminated members shall be fabricated in plants conforming to CSA O177-06 Qualification Code for Manufacturers of Structural Glued-Laminated Timber,"Glued-laminated members shall be fabricated in plants conforming to CSA O177, ""Qualification Code for Manufacturers of Structural Glued-Laminated Timber"".",0.8421052631578947
1140,"Except as permitted in Sentences 9.23.11.3.(2)to 9.23.11.3.(4), at least 2 top plates shall be provided in loadbearing walls.","Except as permitted in Sentences (2) to (4), at least 2 top plates shall be provided in loadbearing walls.",0.8421052631578947
4936,Compliance with Clause 5.1.4.1.(1)(a) shall be demonstrated by design complying with Subsection 5.2.1. and construction conforming to that design.,Compliance with Clause (1)(a) shall be demonstrated by design complying with Subsection 5.2.1.and construction conforming to that design.,0.8421052631578947
919,Any tempering device installed to comply with Sentence 9.32.3.5.(8) shall be installed in accordance with Articles 9.33.4.1.and 9.33.5.2.,Any tempering device installed to comply with Sentence (8) shall be installed in accordance with Articles 9.33.4.1. and 9.33.5.2.,0.8421052631578947
7261,"Except as provided in Sentences 4.1.7.2.(2)and 4.1.7.2.(3), a building is permitted to be classified as not dynamically sensitive.","Except as provided in Sentences (2) and (3), a building is permitted to be classified as not dynamically sensitive.",0.8421052631578947
4545,"Except as permitted by Articles 3.2.2.56.to 3.2.2.63., a building classified as Group D shall conform to Sentence 3.2.2.55.(2).","Except as permitted by Articles 3.2.2.56. to 3.2.2.63., a building classified as Group D shall conform to Sentence (2).",0.8421052631578947
7444,The minimum value of the illumination required by Sentences 3.2.7.3.(1)and 3.2.7.3.(2) shall be not less than 1 lx.,The minimum value of the illumination required by Sentences (1) and (2) shall be not less than 1 lx.,0.8421052631578947
9198,Power requirements for lighting units for internally illuminated exit signs shall conform to CSA CAN/CSA-C860-11 Internally Lighted Exit Signs,"Power requirements for lighting units for internally illuminated exit signs shall conform to CAN/CSA-C860, Internally Lighted Exit Signs.",0.8421052631578947
8827,"Where photocontrols are required by Subsection 4.2.2., their effect shall be evaluated in accordance with Sentences 8.4.4.5.(10)to 8.4.4.5.(12).","Where photocontrols are required by Subsection 4.2.2., their effect shall be evaluated in accordance with Sentences (10) to (12).",0.8421052631578947
7071,"Except as permitted by Articles 3.2.2.48.to 3.2.2.54., a building classified as Group C shall conform to Sentence 3.2.2.47.(2).","Except as permitted by Articles 3.2.2.48. to 3.2.2.54., a building classified as Group C shall conform to Sentence (2).",0.8421052631578947
7046,Ramps in a barrier-free path of travel shall conform to the requirements in Article 3.8.3.5. (See also Article 9.9.3.2.),Ramps in a barrier-free path of travel shall conform to the requirements in Article 3.8.3.5.,0.8421052631578947
4466,"Except as permitted by Sentence 3.4.3.4.(5), the headroom clearance for doorways shall be not less than 2 030 mm.","Except as permitted bySentence (5), the headroom clearance for doorways shall be not less than 2 030 mm.",0.8421052631578947
7944,"Except as permitted in Sentence 6.3.2.10.(6), exhaust systems shall discharge directly to the outdoors. (See Note A-6.3.2.10.(5) and (6).)","Except as permitted in Sentence 6.3.2.10.(6), exhaust systems shall discharge directly to the outdoors. (See Note A-6.3.2.10.(5).)",0.8421052631578947
7155,"Except as provided in Sentence 3.9.2.2.(3), the spatial separation requirements in Subsection 3.2.3. shall apply to self-service storage buildings.","Except as provided in Sentence (3), the spatial separation requirements in Subsection 3.2.3.shall apply to self-service storage buildings.",0.8421052631578947
5821,The principal-load factor 1.5 for live loadsL in Table 4.1.3.2.-A and LXC in Table 4.1.3.2.-B may be reduced to 1.25 for liquids in tanks.,"The principal-load factor 1.5 for live loads, L in Table 4.1.3.2.-A. and LXC in Table 4.1.3.2.-B. may be reduced to 1.25 for liquids in tanks.",0.84
9640,"Where part-load performance curves referred to in Sentence 8.4.3.8.(1) are not available, the performance curves provided in Article 8.4.4.21. shall be used. (See Note A-8.4.3.9.)","Where part-load performance curves referred to in Sentence (1) are not available, the performance curves provided in Article 8.4.4.21. shall be used.",0.84
5367,"Except as permitted by Sentences 3.1.4.7.(3)to 3.1.4.7.(6)and 3.1.4.7.(12), the minimum dimensions of wood elements in heavy timber construction shall conform to Table 3.1.4.7.","Except as permitted by Sentences 3.1.4.7.(3) to 3.1.4.7.(6) and 3.1.4.7.(12), the minimum dimensions of wood elements in heavy timber construction shall conform to Table 3.1.4.7.",0.84
988,"A landing may be omitted at the bottom of an exterior stair or ramp provided there is no obstruction, such as a gate or door, within the lesser of the width of the stair or ramp or 900 mm for stairs or ramps serving a single dwelling unit, and 1 100 mm for stairs or ramps not serving a single dwelling unit. (See Note A-3.4.6.4.) (See also Articles 9.9.6.1. and 9.9.6.6. regarding landings in exits.)","A landing may be omitted at the bottom of an exterior stair or ramp provided there is no obstruction, such as a gate or door, within the lesser of the width of the stair or ramp or 900 mm for stairs or ramps serving a single dwelling unit, and 1 100 mm for stairs or ramps not serving a single dwelling unit.",0.84
1258,"Except as provided in Sentences 9.15.3.4.(2)and 9.15.3.4.(3) and in Articles 9.15.3.5.to 9.15.3.7., the minimum footing width or area shall comply with Table 9.15.3.4.","Except as provided in Sentences 9.15.3.4.(2) and 9.15.3.4.(3) and in Articles 9.15.3.5. to 9.15.3.7., the minimum footing width or area shall comply with Table 9.15.3.4.",0.84
8954,"For ducts tested in accordance with Sentence 5.2.2.4.(1), the maximum permitted leakage shall be calculated as follows: Lmax=CL P2490 .65whereLmax= maximum permitted leakage, in L/s/m2 of duct surface area, CL= leakage class taken from Table 5.2.2.4., in L/s per m2, and P= maximum operating static pressure, in Pa.","For ducts tested in accordance with Sentence (1), the maximum permitted leakage shall be calculated as follows: where Lmax = maximum permitted leakage, in L/s/m2 of duct surface area, CL = leakage class taken from Table 5.2.2.4., in L/s per m2, and P = maximum operating static pressure, in Pa.",0.84
6102,"For cases where Cg and Cp are combined into a single product, CpCg, the values of Cp and Cg need not be independently specified. (See Article 4.1.7.6.)","For cases where Cg and Cp are combined into a single product, CpCg, as provided in Article 4.1.7.6., the values Cp and Cg need not be independently specified. (See Article 4.1.7.6.)",0.8387096774193549
486,"Wood exposed to soil or air above the lowest anticipated groundwater table shall be treated with preservative in conformance with CSA CAN/CSA-O80 Series-08 Wood Preservation and the requirements of the appropriate commodity standard as follows: CSA CAN/CSA-O80.2-08 Processing and Treatment CSA CAN/CSA-O80.3-08 Preservative Formulations or CSA O80.15-97 Preservative Treatment of Wood for Building Foundation Systems, Basements, and Crawl Spaces by Pressure Processes","Wood exposed to soil or air above the lowest anticipated groundwater table shall be treated with preservative in conformance with CAN/CSA-O80 Series, ""Wood Preservation"", and the requirements of the appropriate commodity standard as follows: (a) CAN/CSA-O80.2, ""Processing and Treatment"" (b) CAN/CSA-O80.3, ""Preservative Formulations"", or (c) CSA O80.15, ""Preservative Treatment of Wood for Building Foundation Systems, Basements, and Crawl Spaces by Pressure Processes"".",0.8387096774193549
9227,"Except as provided in Sentence 8.4.4.10.(4), the energy type of the reference building’s cooling system shall be modeled as being identical to that of the proposed building’s cooling system.","Except as provided in Sentence (4), the energy type of the reference building s cooling system shall be modeled as being identical to that of the proposed building s cooling system.",0.8387096774193549
8226,"Except as provided in Sentence 3.4.6.5.(8)and Clause 3.8.3.5.(1)(e), the height of handrails on stairs, on aisles with steps and on ramps shall be not less than 865 mm, and not more than 1 070 mm.","Except as provided in Sentence 3.4.6.5.(8) and Sentence 3.8.3.5.(1), the height of handrails on stairs, on aisles with steps and on ramps shall be not less than 865 mm, and not more than 1 070 mm .",0.8378378378378378
5996,"Where a structural member supports a tributary area of a floor or a roof, or a combination thereof, that is greater than 20 m2 and used for any use or occupancy other than those indicated in Sentences 4.1.5.8.(1)and 4.1.5.8.(2), the specified live load due to use and occupancy is the load specified in Article 4.1.5.3. multiplied by 0.3+9.8/Bwhere B is the tributary area in square metres for this type of use and occupancy.","Where a structural member supports a tributary area of a floor or a roof or a combination of them, that is greater than 20 m² and used for any use or occupancy other than assembly occupancies and those indicated in Sentences (1) and (2), the specified live load due to use and occupancy, is the load specified in Article 4.1.5.3. multiplied by 0.3+ (9.8/B)0.5 where, B is the tributary area in square metres for this type of use and occupancy.",0.8375
7341,"The following systems need not comply with Sentence 5.9.3.5.(2): interior windows and interior doors, vehicular access doors (garage doors), storm windows and storm doors, commercial entrance systems, revolving doors, smoke and relief air vents, site-built door systems, and commercial steel doors. (See Note A-5.9.3.5.(4).)","The following systems need not comply with Sentence 5.9.3.5.(2): (a) interior windows and interior doors, (b) vehicular access doors (garage doors), (c) storm windows and storm doors, (d) commercial entrance systems, (e) revolving doors, (f) smoke and relief air vents, (g) site-built door systems, and (h) commercial steel doors.",0.8367346938775511
